val,637304866
arg,210420062
rig,623133528
nse,378085
hor,268035717
iss,255503936
iat,725455
cri,478187475
ela,64578392
esp,193192744
itu,1536291
two,1040079406
nor,723288391
rse,0
off,1055928641
iff,1221669
tel,358979452
eti,11983823
irs,4870926
cur,467147130
aid,107128799
bet,1042596924
rai,327434733
cas,875788752
til,101161289
lso,215827
cho,335879061
ean,347332
oci,0
tab,330044472
qua,506508056
ffi,296306
usi,202000618
mpo,102672
dia,293264163
ike,2470754
pat,696082178
ton,161235131
dif,980858408
ues,160964
mit,57283007
soc,799643565
sha,995957021
kno,982107870
rov,4193503
nci,321440
mus,1026532813
ura,9029620
aft,902339609
log,125485318
hro,102396
inf,990010837
cau,439725312
let,497370743
alt,505664824
rre,0
ana,385841486
elf,1445073
eng,620942210
ett,1735746
ora,80113904
mis,458921418
reg,862622326
lig,324387633
ept,0
ail,7604199
urn,3714015
ute,18052263
rod,51581566
ima,260791085
mea,1026364930
tar,105176138
ale,80901685
ole,5509235
osi,2757331
ein,33009186
uth,547921
wel,815209746
cla,828684263
wee,211350334
tia,3286660
emb,147195864
day,724558872
asi,103283952
rde,0
stu,861820230
urs,3032012
fou,976681482
ize,508833
omi,32228733
efo,0
lik,918126754
rev,627357482
ays,129483
elo,22977001
rad,206482025
dea,622261573
tak,837889890
sup,982402556
sub,992185519
sou,843178413
eca,576214
ema,25535002
odu,325930
yea,987057202
ild,347524
spo,293584852
len,214357640
mpa,1857335
dic,89580094
pli,13139133
fec,6321299
rri,0
evi,304427255
ict,2191857
tud,3854226
los,360196759
ctu,0
lem,14780664
hal,350981154
twe,209452367
isc,6660728
roc,133078785
cto,133768
arc,224658332
sig,531537810
ami,59093996
ked,507974
jec,528887
hap,259573393
pti,131701
bri,752669210
ubl,0
sol,572067172
rly,149445
cit,475589242
adi,7719906
fre,882339377
cts,1026923
air,270253735
row,57387428
ngl,0
ude,124816
sts,1358308
dre,227269619
nic,109177009
dec,899790002
pan,132015044
bil,175691384
lif,686369180
nne,215240
loo,562070255
amp,64013392
sai,866199283
unc,198515310
xpe,0
imi,26794631
gai,130012385
ark,11202703
tis,72941574
hel,600900540
vis,352998587
mak,866084956
aga,749244415
ibl,158038
ife,528091
sea,452688911
rob,176812398
too,704086184
get,426877312
eff,790461871
rte,435459
ppo,370515
dep,714662933
avi,17916946
rne,0
rib,25804080
vol,394694013
mad,839264047
giv,827638864
die,277120008
rds,363599
sch,708780118
rol,244596400
ovi,4766204
riv,196061397
dev,847198240
try,162614396
ode,10901619
gan,45350482
bel,685171553
nda,306469
lia,67922276
rve,0
mic,190342836
etw,992390
tua,1941649
erc,548641
del,429140057
clu,114976217
ume,288233
egi,117167
sam,811631023
mai,467037907
ann,284421366
icu,734189
ros,131859721
ems,1409856
arm,356876818
emo,90607713
sib,16793489
yst,0
ega,4341916
scr,212841423
olu,0
ram,50504470
upp,87071714
lve,0
bro,705315929
uen,197832
cam,574004091
rna,10215945
urt,972954
pin,89948111
ttl,561575
exa,678610470
ruc,1277418
hig,730982055
eta,8769725
did,697892974
fol,714853879
vic,214089367
mme,4531292
dat,443358098
edu,319336354
oce,44037894
cep,4325020
rot,67191039
vie,381682023
pas,687358744
org,444594067
ntl,117325
set,573938081
oti,3722384
spi,386911135
rso,0
ily,740972
div,409005636
ato,61489322
inv,740500158
bas,670493450
pub,641592287
aut,544818011
oni,9018727
exc,742033550
ssu,543328
mod,654554983
rmi,299423
lue,653299
opl,256843
lor,224261833
eig,158536621
poi,565589427
jus,633673589
eop,0
dge,140936
eet,315979
err,108846562
mot,462336553
cco,0
oma,5715630
nve,0
ono,1748678
fie,269044078
yin,3220730
hip,22332255
rap,138235088
hoo,48649585
ism,3393524
urc,1536739
dow,491658232
ull,1676012
bra,357237872
lay,178959382
umb,9813101
ncl,310517
ick,678171
nme,100431
cap,564084752
hom,399635566
ged,1609788
lop,6296339
iet,344566
ler,4765118
ogr,645571
efe,358385
def,675935420
ssa,696840
var,610451459
num,614031707
cce,366834
nee,534870790
hre,0
tea,429878722
leg,355646138
peo,689887223
loc,434130457
bot,663719853
ped,42832034
eni,6317348
lai,72632058
put,294833309
amo,559466457
ink,12503966
rdi,0
eld,49040743
sic,73216802
rvi,0
req,477299262
bei,666236792
bac,600119379
liv,492010289
rni,0
mem,526127178
mou,276513763
epa,5011558
rme,0
sul,71290539
bor,258609319
dur,508251617
don,297786240
ool,697667
sco,223911731
sim,624394811
ppl,157736
cro,374864711
rts,445107
add,584894102
emi,84857775
mpe,746771
fra,558784818
fig,623074767
rke,0
esc,92998374
abi,110220383
ano,485632417
uit,472716
tec,307339923
rim,12494784
ape,19106593
cus,153143376
sum,261472522
ban,357114401
bje,0
ane,36285877
goo,635305082
esu,301359
ock,672533
tee,55689613
erf,1006613
sal,334998698
dem,452676069
vat,9966640
udi,344084
muc,621070083
sys,617371664
lla,1632880
nom,50107239
tch,858360
uce,0
sor,173723675
ndo,0
tif,2212105
uat,0
nch,230907
ndu,0
rsi,274537
gat,119065630
van,107527297
ppr,175102
mov,472552799
ech,26889140
cip,3428140
roo,351773946
els,138791850
nec,369183051
bef,616371724
clo,532898632
orn,23881803
pte,1220086
alu,23038126
eem,0
onf,0
sci,314096656
igi,720511
roa,163813760
mag,238058358
lab,327923736
det,582114492
ken,75783564
ila,652356
orr,1822227
rag,29803953
rus,191640914
oes,2995189
say,528387357
aci,116016308
pur,558691069
gar,172984612
nar,135364692
cis,8484990
nam,432147707
ank,9140821
vit,81425533
wat,565030157
pra,516691897
nco,605942
pow,560762467
fee,552893191
fai,483474304
ecu,5999477
rog,26940069
far,503743165
tme,120908
lut,23941349
ier,374824
orl,16267911
rty,0
owi,23543879
dir,543973864
nct,241347
lev,370620736
plo,66611422
pai,395407482
mun,57308400
gov,573094438
ics,1136007
nfo,0
san,275197343
sso,152655
oca,547109
eep,235983
tom,90831719
law,535327460
urr,343032
lth,141743
nth,1836973
oup,362266
ibe,2388741
pit,95935702
epe,153484
mas,395045434
inu,4351274
vio,141002627
nan,27652387
lls,132140
net,170020066
obl,100982579
wri,532024859
lud,9969317
aff,396874108
apt,20586095
phi,262739239
ccu,166248
fri,385171855
epr,904651
rms,1439424
iew,0
iva,7372457
sma,451040793
dar,208257712
alo,339206559
occ,518552008
xam,0
lim,306104147
upo,532434413
ede,13527822
spa,396768198
dom,231679858
efi,103277
rga,0
cel,311950224
gni,0
tut,16061854
iza,785191
sla,168508240
dra,413510204
uir,0
hus,107662373
sat,276918464
oke,565504
ena,100112846
mig,476649545
fun,521118749
rld,0
orc,24017676
sev,509176809
nev,435322845
lus,17336348
arn,18483962
mse,1582459
uar,496107
ero,23936098
dan,274258957
pul,135523071
eak,377456
tti,396329
zed,1389725
adv,503258628
opp,333857790
ows,136381
pac,157921390
eno,222888810
erg,5178942
tow,478780500
ung,8999840
mpt,263376
phy,279015314
wev,120815
bit,123362252
exi,326073368
pic,227663106
siv,3956907
mmu,0
ncr,367291
ysi,0
liz,8457570
boo,456426541
aki,6376720
nea,323684677
ker,24173475
ogi,996930
cin,28949968
ior,523128
rab,34574082
vil,133830749
rro,0
wed,38577306
tag,14850219
fil,396567014
ask,314397065
fam,485979896
bea,467981510
bar,391685180
bly,1492868
cke,0
sca,306143345
uss,11158409
hum,459919353
iso,85288743
gic,109397
wom,489543574
bre,397336743
aso,1294866
eav,2127273
nsu,100953
thu,401411265
mmi,121699
iev,0
ibi,60638436
pir,11935662
onv,0
ata,4251291
niz,1240905
mmo,1089561
eel,2677184
zat,344049
epo,12063167
bes,355622446
awa,399204574
gle,25916836
gio,9620080
bur,320969778
wan,415821976
cli,325861983
mul,178646643
wis,241466278
ncy,0
oft,335306978
beg,468216030
nou,36384567
chr,424190136
ngu,1662430
rar,76053433
oor,325257
wal,396117362
ule,388454
flo,437729168
ash,48336155
bse,374676
bod,332544259
hit,84876959
dua,20467505
rid,108910071
lti,101159
igu,606874
tac,49573276
nio,1206547
rnm,0
typ,413200498
agr,339426249
ets,986310
cra,175428486
cov,230141995
inn,144550957
iel,128157
uil,0
ota,1202040
bus,353084744
cid,2812151
mpr,214049
uma,2305400
ims,634683
aph,7937349
non,322031436
bed,131363579
nia,4735378
doe,434373265
nni,0
ety,2731663
ntu,124502
het,23405729
asu,2599135
ket,8998766
ibu,447396
rpo,0
ala,75785859
god,430063286
xte,0
iri,49500614
hur,74902420
eor,806535
obs,372981728
rtu,0
apa,85651315
ngt,0
oad,0
cei,15779112
cut,166732634
rip,26385319
pet,179733629
niv,2075942
eva,163912987
aro,273423365
aug,120144180
gur,9785111
phe,87000945
hri,0
ras,20330296
egr,2285354
olv,0
lum,39191407
pme,114194
gue,75654544
ply,8891900
gla,225198681
bla,379737469
nif,631828
erl,3119178
sia,5186797
bin,74918097
eit,232386845
sua,4839156
wen,236678760
loy,34398404
oge,168212
hie,31305283
ody,4094700
sar,57584883
eek,116649
hir,39348450
lde,0
scu,32489661
bal,246287931
ogy,188649
dee,230471927
dle,117533
rei,130948590
ubs,144356
fat,366314555
gui,212437765
hop,212155674
rof,0
ben,364729827
ngi,0
efu,0
ipl,152582
ady,255639
wes,312914071
opi,140853892
top,183755880
nfl,880941
ief,127404
opo,1083266
ott,22421048
fur,367650887
ype,0
xce,0
gua,128226310
rra,142211
pho,207094742
adm,372827883
pha,146840782
uff,395806
vem,0
ril,5122274
edg,77521135
api,8236776
lov,330446523
aly,904019
dly,0
eur,224701418
lou,117710624
eam,1174695
ito,1818477
isa,29232099
eiv,171118
wea,331256703
xpl,0
kes,2577751
lib,284862394
etr,4617620
alm,243190031
ola,2241021
sce,119969079
mma,335105
chu,309534285
imm,318082181
dmi,855734
flu,136433022
isp,1333461
vir,207045367
alk,19354921
gge,0
ift,185334
ege,1244352
blo,357504157
ait,1919621
ney,1061496
ldi,0
sue,18219668
owl,5245216
urp,0
pot,213701893
elp,592167
beh,365398419
ury,176849
ltu,0
fle,151323722
nag,10787676
swe,158032950
rva,0
ava,188110226
hon,192013626
hod,8257709
dri,287545825
cos,303173863
heo,0
oom,166993
irc,1681021
exe,317635716
ugg,0
ctr,2275760
nvi,0
xis,0
pop,340299255
oph,7306567
odi,4282002
idu,117132
aye,4673681
elv,3006675
sus,190274558
sil,205815371
ods,277880
oon,185927
fea,309012897
eso,8330782
evo,87925513
une,117853834
ldr,122006
lte,136675
fit,114831548
avo,113665309
ees,300286
onn,112370
ucc,1162479
ham,88554935
tol,236372390
dde,317204
ama,52582733
bat,207978370
fes,28985915
lwa,0
few,341583317
fel,306289323
tta,165323
irt,373671
uca,130616
oot,243672
sep,275677131
opm,347580
ium,126433
owa,276781
nie,18801908
rul,284587328
ecr,1408951
uis,248273
nen,937221
bui,323065858
oba,1322056
erp,1019813
iod,9039349
eft,1374598
mac,230967329
lot,102595917
pal,172727736
iol,324459
eer,2632209
sly,2704966
abs,306126870
rav,20808395
yed,299486
cir,320201118
oub,0
gul,29910531
ubj,0
yor,299750739
iga,1081739
etu,3025638
yer,3543403
cil,5628376
dus,39069971
lef,314261306
eye,280904018
ddi,111496
sir,133897834
usl,0
hun,285785148
nue,4265214
hte,0
cif,214350
agi,33276771
hys,10459599
foo,313580967
rli,0
dou,250284467
bst,164778
pie,175240744
raw,31796034
obj,319367506
isl,165739365
aps,1992879
cks,0
cum,27785085
chn,0
mid,236616681
idi,15211632
tex,209267938
tog,206145597
fal,270354034
osp,699029
bab,77458749
yth,126491
joh,314145910
ews,156251
gli,35004029
geo,248848662
nty,0
acr,172701008
teg,767297
iqu,215355
gne,1899369
nig,234532316
run,218431677
rry,0
uro,3271517
yes,115931951
orp,9404899
dro,147168848
ray,62895263
ohn,1536264
hot,113020048
yet,298226127
gal,117526339
ado,158805176
cio,2451309
jud,270394904
got,194568675
obe,48720469
tun,52390560
ipa,361611
rks,0
sem,90353488
omb,1728447
hts,244119
cop,190034569
nfe,0
doc,276398485
pap,241966049
lio,20703335
anu,3307308
aim,70836865
elt,1352057
oil,107164334
rcu,0
ths,831025
eds,28858832
opu,4448158
fen,29790721
ida,7596645
ndr,0
iro,102758260
amb,95234871
tir,36843267
iam,1286793
ais,6634591
alw,290149957
nel,22910163
urg,56573961
kne,186748344
egu,0
dam,138581918
atc,1223634
fla,231476243
nim,3953679
ski,225140152
nex,221259026
oye,465920
gem,7764193
seq,78590974
ils,2022264
voi,153746824
nfi,0
rsh,0
rew,47243692
oto,1973439
llu,0
ira,37526877
atr,20102699
usa,46243274
icl,191712
bon,186047781
usu,246328251
xpr,0
tot,244819501
maj,281119830
irm,856204
ino,18010111
ols,4818835
sug,281226174
pes,29252599
udy,0
gri,126986038
ued,229398
hai,104896291
rpr,167512
iab,0
lam,79007060
ske,55732717
nab,2731504
mbi,164820
ada,117222587
wle,0
gis,4872175
ghe,6851978
ird,355902
lad,126311597
smi,150553366
suf,256065819
ley,4826913
rci,0
kee,239643120
lex,15599588
gth,260045
mel,91562060
ams,11994395
rgi,0
lys,7400096
spr,225320876
boa,221325620
uts,147290
lts,719007
alf,22156212
pay,246334327
oic,207022
ump,1678826
rue,7752393
tas,167919380
ipt,174484
arb,50235055
lmo,0
nvo,0
yon,7485301
jor,16622135
rfo,100953
opt,144744647
yme,0
udg,0
xtr,0
imu,0
bov,3446113
hee,22762401
dva,102801
ilt,0
utt,47199728
ige,1049317
nsp,140524
ocu,4284408
nso,118409
neg,239803512
upe,124450
ago,87867876
lse,257786
oac,0
eha,0
dul,30789115
urv,0
rum,30431981
kil,133497707
uns,98620907
omo,218650
tig,47634928
sli,192997581
ajo,0
wid,229887575
oct,92079556
epl,209743
ips,7110438
una,124643336
eck,2343769
ctl,386664
lid,10851220
nsh,0
vai,24505601
coo,237957920
sag,27783533
coa,227399857
mbl,100637
thy,61312031
sym,230452208
rif,21623508
epi,124343082
goi,211460092
mee,242344864
nua,2691312
lau,139546860
ror,3001708
cee,681291
riz,1674091
uid,195936
gly,16031568
erh,767599
tse,2999923
ngr,0
ndl,0
aul,1742102
eau,1551385
oar,4081180
fus,28739852
tou,176352602
cem,26486499
enn,3274186
amm,25251100
ogn,457526
iar,355448
mpu,124679
why,231951639
gna,3706485
cta,362448
utu,0
nov,165912390
six,227503794
alr,199700906
ush,5554804
iag,745099
woo,170205637
cog,43925734
ibr,2551501
pag,179718503
rfa,120822
tep,1628719
nsc,917797
rha,1297212
gon,102016776
ilo,1966896
agn,8647031
pee,45800364
poo,185766346
zin,13459557
lee,43103879
bol,67749119
alc,55314631
nol,4008725
kel,21840225
rmo,0
umm,954260
ads,13422740
rki,0
psy,200796818
hni,0
siz,162463364
uck,0
rns,204183
glo,183824391
lag,20692726
ppi,366159
tto,137111
oid,307405
ego,20282268
toc,3107652
ecl,11212503
pel,26795306
sac,124937035
acy,1336421
lip,60261921
idd,195634
oat,23291917
uag,0
ffo,117453
efl,192034
ups,38607512
fiv,213718799
ats,403765
cru,149444715
atm,50956916
tax,202938051
nut,53769234
fli,80393895
sun,195825760
env,201025567
ify,130552
oxi,38187027
asp,144917810
nei,188600150
gor,40713552
uto,7346731
icy,3325857
nki,0
ych,0
tne,3594854
pil,95783421
stl,230697
ipp,378903
joi,173710401
jou,196829703
irl,326391
fas,177669428
ofe,0
syc,1557810
sle,115226462
pou,115399848
nsw,1146996
ony,760224
oks,0
mom,198254849
slo,177340385
loa,142994879
sty,110180493
ubt,0
oro,3717864
enu,14529345
oly,8981336
nks,0
ois,771916
spl,75412198
rgu,0
ebr,429223
bul,121831816
rer,4188304
due,173966478
rut,25996551
ops,1030454
adu,84820600
nsa,1277619
apo,66691804
poe,197675670
rba,0
mph,1718653
rug,12802883
jun,162583690
lre,192103
sui,137569563
oso,325176
inl,19089218
uin,128496
fed,152496461
rsa,573051
rle,0
nsf,864558
deg,186264154
obt,193252492
fis,163528405
dio,36027887
lds,447275
wro,192368373
squ,140884378
rfe,243751
rwa,1758405
gel,16241266
bta,675481
rtm,0
erw,1323165
soo,187084458
hme,0
cup,46709986
uan,0
gme,243966
hab,91685962
urf,0
itl,211908
sop,32833338
tus,6712506
oop,705902
bio,148691780
sex,153673873
ayi,0
vor,8983230
nga,923980
roj,771489
cad,24085570
roy,93799316
nem,5077131
afr,182171617
neu,132878824
lty,0
wei,168217015
ids,1272934
oje,253556
onm,0
dor,50885274
ddl,205397
eph,9052462
wai,141776643
rgy,0
oms,326957
uli,277434
civ,170814303
mbr,147999
urb,65705377
saw,170055436
cca,718718
bir,167246302
aud,108075423
cot,59643222
eou,116233
abe,22904532
ryi,0
eon,765740
xim,198149
unl,164664149
hly,0
irr,120547970
esh,548651
ots,495987
sav,171291469
doo,156408523
lun,65588400
fut,166517696
pta,1423132
nno,0
ewi,1614464
ova,19508206
ewe,3272700
vot,101899141
xpo,0
wne,0
epu,108914
oda,931202
asc,72154261
bru,89205081
raf,12304520
nef,1536392
mpi,340503
oki,1325958
unn,30130901
pid,1548890
ocr,411844
ymp,0
erb,615335
dol,86764076
key,118869167
deb,151740360
obi,3147051
boy,158706734
mol,120437664
stm,592114
fav,157971661
nqu,0
ehi,0
axi,45487087
fan,86120805
idg,174233
nos,48681240
eol,234201
opr,579450
via,46528409
cki,0
bso,0
agg,73759503
dim,120078882
nna,0
itc,4039128
jur,79289147
enl,59752790
inh,148498792
mir,72962348
uci,121262
ttr,101198
reb,70951952
gno,4020257
lta,985943
dig,101850161
vou,11604168
rui,36643062
gol,142066015
wth,404977
gav,156176627
uta,7650374
isf,313999
isk,196382
iii,99320462
udd,797005
lav,18391173
lua,769258
cab,84731109
vas,82842381
niq,0
rno,0
mys,155000263
ico,13143634
dut,155355948
sph,45265263
ums,0
reh,25397904
oya,303856
owt,0
bey,121118179
cqu,0
xer,2371683
edo,2611640
nad,8579204
reo,19137657
hib,2900887
oal,0
ptu,0
big,127991096
tum,49608632
yle,0
rup,16962504
ppa,241601
gir,148955355
oos,148885
xed,0
gus,13441588
acq,136535722
ghl,0
usc,1108299
aca,86271997
won,148723585
uic,0
syn,135778183
tip,37958899
gas,128942727
cea,42134980
luc,70932164
omy,0
agu,4058004
ckl,0
urd,1415692
sie,38031496
rbi,379767
uly,3018275
jam,129978063
mbo,364576
gto,120707
afe,119545
uel,184350
aws,194697
tam,25751679
rsu,0
shm,260072
ofi,724654
dne,101685
joy,53504024
wif,119996764
dru,135629821
nus,1085821
enr,36013175
moo,101528124
zen,8325976
eto,2403377
sme,35287195
upt,10796439
rbo,0
nha,305912
uty,0
oet,0
rfu,0
pto,4347366
nke,0
jes,106635796
tod,121519422
viv,30978649
acu,41182713
jac,115377846
eho,0
gam,114134665
plu,118703853
dal,28415995
nju,0
yal,12647646
aig,109044
eag,37613114
uls,3343496
mew,1221257
dil,56146135
rok,1151558
lur,13063764
fif,136636970
nli,0
asa,4906177
jan,127795735
job,136289694
fem,134480974
neo,29406937
iec,499843
vey,0
saf,128098318
swi,125902582
ixe,0
ugu,0
mec,130238385
pts,1819447
yse,0
tsi,1089964
hec,13889996
eec,3096808
eut,3699294
bid,26465027
moc,13284508
jew,133178396
hno,107371
edl,146411
lyi,32680159
jap,131973219
ewa,1436960
pau,125869961
nac,12457731
mba,1443479
ifo,224518
aba,58217952
nas,35699855
orw,1579368
adj,125961676
gag,7497968
upi,342784
bad,115457443
tyl,5275918
xec,0
cod,111789883
nfa,130724
hyp,128185644
itr,457717
nyt,596285
tiz,167501
ewh,0
zon,56386634
uou,0
ouc,534859
rmy,0
ald,15732472
jul,127966538
inj,125419328
ixt,0
smo,95247107
blu,125382498
ius,728911
sof,111821148
asy,20396437
mst,346224
arv,947238
ddr,577992
eyo,0
fix,109296057
azi,3163316
gho,21185949
nle,0
mur,98146603
ehe,378308
mum,11198759
imo,1388057
max,116489539
umi,426581
dve,0
och,4641781
erd,1043417
xic,0
dav,116401756
awn,1064163
arp,1494824
quo,103080259
rda,598013
ias,817689
bia,26669477
igr,0
hoi,4900736
git,3481136
tay,26017126
sov,114678376
utr,2542379
osa,3486067
rto,111784
dai,95086887
orb,23763402
eap,414042
dop,11419970
tei,2290902
rpe,256085
oud,1313230
unk,46755984
abu,87421925
doi,115431743
gie,1575786
bis,85319628
sfu,0
wav,112179670
tob,25924796
fid,21393603
twi,91937725
ael,231205
rox,2271020
diu,5174974
tib,17797871
abr,71772184
ilm,574187
exh,113128087
hyd,91684654
lcu,0
sne,10794822
gum,8676000
gun,69395617
mix,110363218
unf,110570647
hia,2765212
etc,13342115
kly,163010
exu,9921797
izi,0
tev,273308
usp,743383
nnu,0
sad,56158946
foc,108981310
rla,0
rtl,191947
ffa,346328
kep,104583869
ube,1831091
nfu,0
oas,3550281
xcl,0
ryt,0
tap,52773880
eps,5242245
xpa,212356
pis,24104854
enj,94139167
eks,0
lob,27719719
opy,0
nur,89223596
hio,0
pun,97584050
oym,0
lvi,1281361
wag,98841903
ilu,0
mut,87175990
ssf,102416
lph,0
voc,42362826
nsl,0
utl,181382
dvi,204191
uer,0
scl,6757744
rej,80251225
ipe,544685
sfe,123119
nob,89848633
lco,0
imb,13041510
tub,89547463
aun,21559481
upl,9093033
ckn,0
cry,90674211
nav,84843247
fet,30329665
ydr,0
apr,96851924
ebe,4350154
utc,279532
tue,9677362
ycl,0
abb,37033454
atl,39381760
fly,51116536
bun,41864211
nuf,283685
cyc,73610699
box,95219841
egy,53115708
avy,0
xch,0
pus,61728790
ifu,0
oys,4787679
mps,2009465
ufa,292274
osc,21382426
xes,0
sud,100545517
riu,0
olt,248993
emy,0
uge,0
icr,748257
lap,25744354
isr,60677208
ggl,0
dwa,6841834
